id;start_session;stop_session;sex;service_category;customer_category;number_person;assesment
775;2022-03-19 17:29:00;2022-03-19 17:36:42;Male;med_service;individual;3;1
5474;2022-03-19 17:29:00;2022-03-19 17:58:21;Male;med_service;individual;3;1
5974;2022-03-19 17:29:00;2022-03-19 22:16:05;Female;med_service;The business;44;2
6795;2022-03-19 17:36:42;2022-03-19 17:38:54;Male;info;individual;-1;3
541;2022-03-19 17:58:21;2022-03-19 18:03:24;Female;info;individual;0;1
1844;2022-03-19 17:58:21;2022-03-19 18:20:32;Female;med_service;individual;2;3
9767;2022-03-19 18:20:32;2022-03-19 19:21:27;Female;med_service;The business;21;3
184;2022-03-19 19:21:27;2022-03-19 19:26:48;Male;med_service;individual;5;4
7685;2022-03-19 22:16:05;2022-03-19 22:18:28;Male;med_service;individual;3;2
7648;2022-03-19 22:18:28;2022-03-19 22:31:05;Male;med_service;individual;5;4
2271;2022-03-19 22:31:05;2022-03-19 22:44:36;Female;med_service;individual;4;4
1399;2022-03-19 22:44:36;2022-03-19 22:56:47;Female;med_service;individual;5;4
3030;2022-03-19 22:56:47;2022-03-19 22:57:03;Female;med_service;individual;2;3
7660;2022-03-19 22:57:03;2022-03-19 23:50:23;Female;med_service;The business;23;2
273;2022-03-20 06:34:25;2022-03-20 07:06:57;Female;med_service;individual;4;2
4383;2022-03-20 07:18:11;2022-03-20 07:21:42;Male;med_service;individual;5;5
2390;2022-03-20 08:08:31;2022-03-20 08:27:39;Male;med_service;individual;5;2
3041;2022-03-20 08:31:26;2022-03-20 08:31:27;Male;med_service;individual;2;1
7705;2022-03-20 10:28:21;2022-03-20 10:44:21;Female;med_service;individual;5;5
4356;2022-03-20 14:24:06;2022-03-20 14:57:53;Male;med_service;individual;4;4
4176;2022-03-20 20:11:24;2022-03-20 20:11:40;Female;info;individual;-1;1
4410;2022-03-20 20:27:46;2022-03-20 20:38:24;Female;med_service;individual;3;4
7286;2022-03-21 01:48:20;2022-03-21 01:54:14;Female;med_service;individual;3;4
6852;2022-03-21 02:32:18;2022-03-21 02:33:20;Female;med_service;individual;2;4
8171;2022-03-21 02:32:18;2022-03-21 03:15:16;Female;med_service;individual;5;2
3977;2022-03-21 07:22:26;2022-03-21 07:31:46;Female;med_service;individual;5;3
924;2022-03-21 07:22:26;2022-03-21 08:32:15;Female;med_service;individual;5;5
6626;2022-03-21 07:31:46;2022-03-21 07:40:12;Female;med_service;individual;5;3
6439;2022-03-21 09:05:25;2022-03-21 10:58:19;Male;med_service;The business;28;4
9890;2022-03-21 12:34:49;2022-03-21 12:45:48;Male;med_service;individual;2;1
980;2022-03-21 13:30:24;2022-03-21 13:42:45;Female;med_service;The business;30;1
1959;2022-03-21 14:19:38;2022-03-21 14:41:39;Male;med_service;individual;3;1
968;2022-03-21 15:04:02;2022-03-21 15:04:37;Male;med_service;individual;5;1
9709;2022-03-21 18:29:43;2022-03-21 18:37:36;Female;med_service;individual;4;3
3145;2022-03-21 18:29:43;2022-03-21 20:25:50;Female;med_service;The business;49;3
1414;2022-03-21 18:37:36;2022-03-21 18:42:43;Female;med_service;individual;1;3
6519;2022-03-21 18:42:43;2022-03-21 19:05:49;Male;med_service;individual;5;1
9458;2022-03-21 21:56:04;2022-03-21 21:56:04;Female;med_service;individual;3;4
397;2022-03-21 22:34:23;2022-03-21 22:35:40;Male;info;individual;0;1
1735;2022-03-21 23:45:15;2022-03-22 00:03:59;Male;med_service;individual;2;5
5300;2022-03-22 00:51:23;2022-03-22 00:56:16;Male;info;individual;0;4
4467;2022-03-22 05:33:00;2022-03-22 05:41:12;Male;med_service;individual;2;2
3200;2022-03-22 06:01:32;2022-03-22 06:05:05;Male;med_service;individual;3;4
7727;2022-03-22 06:43:13;2022-03-22 07:03:49;Male;med_service;individual;3;3
8884;2022-03-22 07:24:22;2022-03-22 07:54:03;Female;med_service;individual;5;4
3847;2022-03-22 09:21:38;2022-03-22 09:23:33;Female;med_service;individual;4;2
603;2022-03-22 12:27:36;2022-03-22 12:31:39;Female;info;individual;-1;5
205;2022-03-22 13:26:33;2022-03-22 13:28:40;Female;med_service;individual;4;2
9443;2022-03-22 14:02:52;2022-03-22 14:29:57;Female;med_service;individual;4;4
8158;2022-03-22 16:50:36;2022-03-22 16:51:57;Female;med_service;individual;2;2
3885;2022-03-22 17:51:33;2022-03-22 17:53:39;Male;med_service;individual;3;4
1616;2022-03-22 18:00:12;2022-03-22 18:01:00;Female;med_service;individual;5;3
1632;2022-03-22 18:00:12;2022-03-22 18:29:29;Male;med_service;The business;42;1
6566;2022-03-22 19:48:16;2022-03-22 20:07:03;Female;med_service;individual;2;5
1365;2022-03-22 21:12:03;2022-03-22 21:25:49;Female;med_service;individual;4;5
1763;2022-03-22 22:01:34;2022-03-22 22:08:35;Female;med_service;individual;4;5
7222;2022-03-22 22:56:22;2022-03-22 23:35:42;Male;med_service;individual;5;1
1409;2022-03-23 00:37:24;2022-03-23 00:37:55;Male;info;individual;0;5
513;2022-03-23 00:37:24;2022-03-23 00:59:38;Female;med_service;individual;4;5
6769;2022-03-23 02:19:33;2022-03-23 02:27:20;Male;info;individual;0;4
9275;2022-03-23 05:44:18;2022-03-23 05:47:47;Male;info;individual;-1;3
4467;2022-03-23 06:31:00;2022-03-23 06:35:54;Male;med_service;individual;2;4
8896;2022-03-23 06:55:17;2022-03-23 06:56:16;Male;med_service;individual;2;3
4375;2022-03-23 12:49:37;2022-03-23 12:56:39;Female;med_service;individual;4;1
1765;2022-03-23 13:05:31;2022-03-23 13:18:01;Female;med_service;individual;4;2
6158;2022-03-23 13:05:31;2022-03-23 15:49:14;Male;med_service;The business;35;4
6233;2022-03-23 13:18:01;2022-03-23 13:33:56;Female;med_service;individual;2;4
4195;2022-03-23 13:33:56;2022-03-23 13:40:52;Male;med_service;individual;1;5
2958;2022-03-23 13:40:52;2022-03-23 13:47:09;Female;med_service;individual;3;4
6410;2022-03-23 13:47:09;2022-03-23 13:54:20;Male;med_service;individual;2;1
1073;2022-03-23 23:28:54;2022-03-23 23:36:23;Male;med_service;individual;2;3
7375;2022-03-24 03:36:38;2022-03-24 03:37:06;Male;med_service;individual;1;3
3856;2022-03-24 05:29:14;2022-03-24 05:29:20;Female;med_service;individual;3;3
6414;2022-03-24 05:47:35;2022-03-24 06:10:00;Male;med_service;individual;3;1
1649;2022-03-24 08:46:32;2022-03-24 08:47:49;Male;info;individual;-1;3
8049;2022-03-24 12:37:38;2022-03-24 13:13:05;Male;med_service;The business;41;4
1235;2022-03-24 17:48:18;2022-03-24 17:53:55;Male;med_service;individual;3;2
8798;2022-03-24 20:22:38;2022-03-24 20:36:09;Male;med_service;individual;3;2
5454;2022-03-24 22:46:55;2022-03-24 22:50:24;Female;med_service;individual;2;4
9559;2022-03-25 05:37:50;2022-03-25 05:46:35;Male;med_service;individual;4;4
5380;2022-03-25 05:37:50;2022-03-25 12:06:33;Female;med_service;The business;41;2
5290;2022-03-25 05:46:35;2022-03-25 05:52:01;Male;info;individual;0;2
2307;2022-03-25 14:25:27;2022-03-25 14:26:28;Female;med_service;individual;2;5
4836;2022-03-25 14:35:15;2022-03-25 14:36:12;Male;med_service;individual;2;4
4090;2022-03-25 14:35:15;2022-03-25 17:09:29;Male;med_service;The business;45;1
6797;2022-03-25 14:36:12;2022-03-25 14:42:52;Male;med_service;individual;2;2
2221;2022-03-25 17:27:22;2022-03-25 17:48:38;Female;med_service;The business;31;4
4829;2022-03-25 19:08:52;2022-03-25 19:13:35;Female;med_service;individual;2;1
4215;2022-03-25 20:34:34;2022-03-25 21:00:38;Female;info;individual;0;2
429;2022-03-26 01:30:46;2022-03-26 01:36:17;Male;info;individual;0;2
4892;2022-03-26 01:51:40;2022-03-26 01:51:57;Female;info;individual;0;5
1714;2022-03-26 04:03:23;2022-03-26 04:05:04;Female;med_service;individual;3;5
6963;2022-03-26 04:25:35;2022-03-26 04:26:22;Female;med_service;individual;2;5
2143;2022-03-26 07:47:24;2022-03-26 08:49:08;Female;med_service;individual;5;2
193;2022-03-26 09:29:42;2022-03-26 09:46:53;Male;med_service;individual;5;1
1916;2022-03-26 10:42:34;2022-03-26 10:50:24;Female;info;individual;0;2
1354;2022-03-26 14:18:17;2022-03-26 14:18:41;Female;med_service;individual;2;1
1886;2022-03-26 16:03:58;2022-03-26 16:09:51;Female;med_service;individual;4;1
9436;2022-03-26 20:22:54;2022-03-26 20:34:37;Male;info;individual;-1;5
7723;2022-03-26 20:22:54;2022-03-26 21:18:19;Male;med_service;individual;5;5
1801;2022-03-27 01:07:44;2022-03-27 01:08:11;Female;med_service;individual;1;4
805;2022-03-27 01:07:44;2022-03-27 02:59:11;Male;med_service;The business;46;5
5501;2022-03-27 03:33:48;2022-03-27 06:10:56;Female;med_service;The business;46;4
615;2022-03-27 07:23:20;2022-03-27 07:25:36;Male;med_service;individual;2;5
868;2022-03-27 18:20:14;2022-03-27 18:34:07;Male;med_service;individual;3;4
325;2022-03-27 21:21:37;2022-03-27 21:36:13;Male;med_service;individual;4;3
5274;2022-03-28 02:39:30;2022-03-28 02:40:16;Male;med_service;individual;4;1
185;2022-03-28 03:33:44;2022-03-28 03:34:13;Male;med_service;individual;2;4
2923;2022-03-28 04:27:20;2022-03-28 04:34:26;Male;med_service;individual;5;2
782;2022-03-28 04:50:14;2022-03-28 04:58:32;Female;med_service;individual;3;5
6442;2022-03-28 05:15:24;2022-03-28 05:43:12;Male;med_service;individual;5;5
842;2022-03-28 15:02:59;2022-03-28 15:07:44;Female;med_service;individual;2;5
3934;2022-03-28 20:37:25;2022-03-28 20:45:32;Female;med_service;individual;5;1
4241;2022-03-28 22:39:55;2022-03-28 22:56:43;Male;med_service;individual;3;3
6541;2022-03-29 02:38:27;2022-03-29 03:01:18;Male;med_service;The business;37;1
5335;2022-03-29 04:29:03;2022-03-29 04:29:05;Female;med_service;individual;2;1
399;2022-03-29 06:10:27;2022-03-29 06:22:51;Male;med_service;individual;5;4
6730;2022-03-29 06:57:19;2022-03-29 07:02:58;Male;med_service;individual;4;2
5476;2022-03-29 07:45:40;2022-03-29 07:50:37;Male;med_service;individual;2;2
5877;2022-03-29 12:22:17;2022-03-29 12:27:50;Male;info;individual;-1;2
6727;2022-03-29 12:22:17;2022-03-29 12:58:50;Male;med_service;individual;4;5
2827;2022-03-29 22:03:55;2022-03-29 22:46:12;Male;med_service;individual;4;5
7950;2022-03-29 22:56:57;2022-03-29 22:58:50;Female;med_service;individual;4;3
61;2022-03-30 01:00:20;2022-03-30 01:00:37;Female;med_service;individual;2;5
8447;2022-03-30 05:09:55;2022-03-30 05:34:31;Female;med_service;individual;2;3
2825;2022-03-30 10:46:25;2022-03-30 10:54:17;Female;med_service;individual;5;3
6475;2022-03-30 14:45:49;2022-03-30 14:50:49;Female;info;individual;-1;2
4631;2022-03-30 19:48:39;2022-03-30 19:49:56;Female;med_service;individual;1;5
247;2022-03-30 23:18:08;2022-03-30 23:27:48;Female;med_service;individual;2;1
2817;2022-03-30 23:18:08;2022-03-31 00:22:55;Male;med_service;individual;5;3
1391;2022-03-31 09:08:23;2022-03-31 09:24:21;Female;info;individual;0;4
4843;2022-03-31 10:06:34;2022-03-31 10:07:39;Male;med_service;individual;1;4
2016;2022-03-31 11:46:39;2022-03-31 11:47:10;Male;med_service;individual;3;4
2413;2022-03-31 12:44:34;2022-03-31 12:47:16;Female;med_service;individual;5;5
5618;2022-03-31 12:44:34;2022-03-31 13:10:44;Female;med_service;individual;2;5
7342;2022-03-31 14:13:25;2022-03-31 16:31:02;Male;med_service;The business;41;2
7899;2022-03-31 19:03:02;2022-03-31 19:13:49;Female;med_service;individual;4;2
3232;2022-04-01 03:32:40;2022-04-01 03:49:09;Female;med_service;individual;3;4
3216;2022-04-01 06:11:09;2022-04-01 06:25:48;Male;med_service;individual;3;5
6166;2022-04-01 06:11:09;2022-04-01 08:00:59;Female;med_service;individual;5;1
2959;2022-04-01 06:25:48;2022-04-01 06:26:23;Female;info;individual;0;4
5057;2022-04-01 09:42:22;2022-04-01 10:05:26;Male;med_service;individual;5;5
4038;2022-04-01 12:47:26;2022-04-01 12:53:05;Female;med_service;individual;5;1
2998;2022-04-01 12:47:26;2022-04-01 13:10:52;Female;med_service;individual;3;3
4646;2022-04-01 16:38:19;2022-04-01 16:48:06;Female;med_service;individual;5;2
7859;2022-04-01 21:21:13;2022-04-01 21:55:41;Female;med_service;individual;3;4
449;2022-04-01 21:59:16;2022-04-01 22:02:59;Male;info;individual;0;1
9588;2022-04-01 21:59:16;2022-04-01 22:11:12;Female;med_service;individual;2;2
5784;2022-04-01 23:13:08;2022-04-01 23:14:08;Male;med_service;individual;1;2
6731;2022-04-02 05:38:13;2022-04-02 06:27:25;Male;med_service;individual;4;4
5622;2022-04-02 05:38:13;2022-04-02 16:53:56;Female;med_service;The business;35;2
3571;2022-04-02 06:27:25;2022-04-02 07:46:16;Female;med_service;The business;39;4
7996;2022-04-02 07:46:16;2022-04-02 07:55:49;Male;med_service;individual;2;5
3112;2022-04-02 07:55:49;2022-04-02 08:01:09;Male;med_service;individual;2;1
9406;2022-04-02 08:01:09;2022-04-02 08:01:32;Male;info;individual;-1;5
7477;2022-04-02 08:01:32;2022-04-02 08:10:15;Female;med_service;individual;3;5
8903;2022-04-02 08:10:15;2022-04-02 08:20:37;Male;med_service;individual;2;5
2995;2022-04-02 08:20:37;2022-04-02 08:21:50;Male;med_service;individual;2;1
10000;2022-04-02 08:20:37;2022-04-02 08:54:34;Female;med_service;The business;47;1
9021;2022-04-02 08:20:37;2022-04-02 10:21:44;Male;med_service;The business;27;4
3860;2022-04-02 22:05:23;2022-04-02 22:21:15;Male;med_service;individual;2;3
4195;2022-04-02 23:23:12;2022-04-02 23:28:03;Female;med_service;individual;4;2
3945;2022-04-03 00:46:27;2022-04-03 01:03:02;Male;med_service;individual;3;5
5655;2022-04-03 01:19:22;2022-04-03 01:39:18;Female;med_service;individual;4;3
8232;2022-04-03 01:19:22;2022-04-03 07:47:46;Male;med_service;The business;41;4
8381;2022-04-03 01:39:18;2022-04-03 01:46:57;Male;med_service;individual;2;3
9775;2022-04-03 01:46:57;2022-04-03 01:46:59;Female;med_service;individual;5;5
2044;2022-04-03 09:03:42;2022-04-03 09:32:32;Male;med_service;individual;5;1
6785;2022-04-03 10:48:37;2022-04-03 10:56:16;Male;med_service;individual;4;3
7140;2022-04-03 12:52:58;2022-04-03 13:00:26;Male;med_service;The business;21;3
2746;2022-04-03 13:12:01;2022-04-03 13:15:41;Female;med_service;individual;4;5
7942;2022-04-03 13:12:01;2022-04-03 15:33:05;Female;med_service;The business;22;3
7794;2022-04-03 20:09:30;2022-04-03 20:13:16;Female;info;individual;-1;2
690;2022-04-04 00:25:55;2022-04-04 00:37:47;Male;med_service;individual;5;2
5208;2022-04-04 05:13:13;2022-04-04 05:13:41;Male;med_service;individual;3;2
452;2022-04-04 11:07:49;2022-04-04 11:24:20;Female;med_service;individual;3;3
7324;2022-04-04 13:58:17;2022-04-04 13:58:45;Male;med_service;individual;5;3
8191;2022-04-05 01:36:03;2022-04-05 01:58:16;Male;med_service;individual;5;4
2860;2022-04-05 03:01:29;2022-04-05 03:02:38;Male;med_service;individual;5;3
6301;2022-04-05 03:14:23;2022-04-05 03:24:55;Female;med_service;individual;4;3
4286;2022-04-05 03:14:23;2022-04-05 04:18:08;Male;med_service;individual;4;1
8073;2022-04-05 09:47:45;2022-04-05 09:54:08;Male;med_service;individual;5;2
2317;2022-04-05 09:47:45;2022-04-05 10:21:43;Male;med_service;individual;2;2
8512;2022-04-05 10:31:13;2022-04-05 10:39:44;Male;med_service;individual;4;1
1720;2022-04-05 11:39:19;2022-04-05 11:47:55;Male;med_service;individual;4;4
7028;2022-04-05 12:17:24;2022-04-05 12:20:40;Male;med_service;individual;2;3
8547;2022-04-05 13:20:00;2022-04-05 13:20:17;Female;med_service;individual;1;4
975;2022-04-05 13:58:26;2022-04-05 14:00:38;Male;med_service;individual;-1;2
1409;2022-04-05 14:47:39;2022-04-05 15:10:41;Male;med_service;individual;5;4
6347;2022-04-05 19:44:52;2022-04-05 19:47:55;Female;med_service;individual;2;3
7900;2022-04-05 20:07:40;2022-04-05 20:17:02;Male;med_service;individual;2;3
8870;2022-04-05 22:20:35;2022-04-05 23:41:40;Male;med_service;The business;20;3
5086;2022-04-06 04:21:58;2022-04-06 04:23:25;Female;med_service;individual;5;5
8084;2022-04-06 07:10:32;2022-04-06 07:12:51;Female;med_service;individual;2;4
983;2022-04-06 11:12:00;2022-04-06 11:19:55;Female;med_service;individual;2;4
7546;2022-04-06 12:41:42;2022-04-06 13:21:49;Female;med_service;individual;5;5
7936;2022-04-06 16:42:41;2022-04-06 16:54:29;Female;info;individual;-1;4
3986;2022-04-06 17:32:56;2022-04-06 17:43:51;Female;med_service;individual;5;3
5237;2022-04-06 19:02:20;2022-04-06 20:05:32;Male;med_service;The business;43;3
9294;2022-04-06 21:31:43;2022-04-06 21:40:09;Female;med_service;individual;2;4
8337;2022-04-06 22:39:16;2022-04-06 22:39:59;Male;med_service;individual;3;3
1282;2022-04-06 22:39:16;2022-04-07 04:34:17;Male;med_service;The business;47;3
5843;2022-04-07 05:00:27;2022-04-07 05:03:37;Male;med_service;individual;2;1
4606;2022-04-07 05:00:27;2022-04-07 05:16:45;Female;med_service;individual;5;3
5550;2022-04-07 06:55:49;2022-04-07 06:58:16;Male;med_service;individual;3;5
3141;2022-04-07 09:22:03;2022-04-07 09:24:20;Male;info;individual;-1;4
1878;2022-04-07 12:10:38;2022-04-07 12:10:57;Female;med_service;individual;3;3
2224;2022-04-07 13:07:37;2022-04-07 13:11:36;Female;med_service;individual;4;5
229;2022-04-07 13:07:37;2022-04-07 13:24:57;Female;med_service;individual;5;3
5397;2022-04-07 16:44:15;2022-04-07 18:29:42;Male;med_service;The business;34;3
6599;2022-04-07 21:08:41;2022-04-07 21:40:52;Female;med_service;individual;3;1
3411;2022-04-08 03:51:32;2022-04-08 04:09:04;Male;med_service;individual;5;2
8217;2022-04-08 08:50:54;2022-04-08 08:54:10;Female;med_service;individual;2;1
2128;2022-04-08 09:32:26;2022-04-08 09:45:27;Male;med_service;individual;3;2
2515;2022-04-08 11:14:28;2022-04-08 11:38:06;Female;med_service;individual;5;1
9388;2022-04-08 11:39:52;2022-04-08 11:43:44;Female;med_service;individual;2;3
6648;2022-04-08 15:47:06;2022-04-08 16:38:56;Male;med_service;individual;5;5
2693;2022-04-08 18:10:47;2022-04-08 18:19:07;Female;med_service;individual;3;5
9465;2022-04-08 18:51:18;2022-04-08 18:51:57;Male;med_service;individual;2;5
5428;2022-04-08 21:55:29;2022-04-08 21:56:23;Male;med_service;individual;4;2
465;2022-04-08 23:50:21;2022-04-08 23:59:47;Female;med_service;individual;5;2
27;2022-04-08 23:50:21;2022-04-09 00:26:09;Male;med_service;individual;3;1
3660;2022-04-09 02:20:02;2022-04-09 02:57:07;Male;med_service;individual;3;5
3720;2022-04-09 02:20:02;2022-04-09 05:29:29;Male;med_service;The business;28;4
7236;2022-04-09 02:57:07;2022-04-09 03:00:37;Male;med_service;individual;5;4
5415;2022-04-09 03:00:37;2022-04-09 03:11:27;Female;med_service;individual;5;2
6482;2022-04-09 03:11:27;2022-04-09 03:14:07;Male;med_service;individual;4;5
3727;2022-04-09 03:14:07;2022-04-09 03:15:01;Male;med_service;individual;5;2
8528;2022-04-09 03:15:01;2022-04-09 03:24:08;Female;info;individual;0;2
825;2022-04-09 03:24:08;2022-04-09 03:27:30;Female;info;individual;0;4
1795;2022-04-09 09:52:25;2022-04-09 10:12:10;Female;med_service;individual;3;5
3450;2022-04-09 11:05:36;2022-04-09 11:11:03;Female;med_service;individual;5;4
7622;2022-04-09 12:04:05;2022-04-09 12:07:14;Female;med_service;individual;2;2
759;2022-04-09 16:53:36;2022-04-09 20:41:30;Female;med_service;The business;27;5
6494;2022-04-09 22:56:44;2022-04-09 22:58:38;Female;med_service;individual;3;1
1550;2022-04-10 05:54:36;2022-04-10 06:02:22;Male;med_service;individual;4;4
5139;2022-04-10 07:23:46;2022-04-10 07:26:12;Female;med_service;individual;1;1
8020;2022-04-10 07:57:51;2022-04-10 08:07:50;Male;med_service;individual;5;1
1327;2022-04-10 09:47:09;2022-04-10 10:10:32;Female;med_service;individual;4;3
9949;2022-04-10 14:25:01;2022-04-10 18:09:27;Female;med_service;The business;44;2
8719;2022-04-10 18:19:57;2022-04-10 19:01:47;Female;med_service;individual;5;3
5897;2022-04-10 22:19:26;2022-04-10 22:21:05;Female;med_service;individual;4;5
5588;2022-04-11 02:05:36;2022-04-11 02:15:01;Male;med_service;individual;2;1
1418;2022-04-11 02:25:22;2022-04-11 03:04:59;Female;med_service;The business;38;3
3670;2022-04-11 04:21:40;2022-04-11 04:22:45;Male;med_service;individual;5;4
4020;2022-04-11 05:04:56;2022-04-11 05:33:19;Female;med_service;individual;3;2
5413;2022-04-11 12:31:38;2022-04-11 13:02:23;Female;med_service;individual;5;2
3767;2022-04-11 13:06:59;2022-04-11 13:12:03;Male;med_service;individual;1;4
4668;2022-04-11 13:50:29;2022-04-11 13:55:25;Female;info;individual;-1;1
6119;2022-04-11 17:27:49;2022-04-11 17:31:17;Female;med_service;individual;2;3
7721;2022-04-11 19:52:49;2022-04-11 20:06:39;Female;med_service;individual;3;4
1219;2022-04-11 21:54:27;2022-04-11 22:35:47;Male;med_service;individual;5;2
1896;2022-04-11 23:26:41;2022-04-11 23:55:10;Female;med_service;individual;5;4
130;2022-04-12 01:38:54;2022-04-12 01:50:57;Male;med_service;individual;4;5
1706;2022-04-12 03:58:57;2022-04-12 04:25:12;Male;med_service;individual;2;1
9254;2022-04-12 05:59:20;2022-04-12 06:15:38;Female;med_service;individual;5;3
3335;2022-04-12 07:15:58;2022-04-12 07:34:13;Male;med_service;individual;5;3
1458;2022-04-12 12:50:49;2022-04-12 12:51:09;Male;med_service;individual;5;4
9884;2022-04-12 17:37:24;2022-04-12 17:49:23;Female;med_service;The business;26;1
6097;2022-04-12 20:01:29;2022-04-12 20:20:47;Female;med_service;individual;2;1
6506;2022-04-13 01:04:58;2022-04-13 01:34:45;Female;med_service;The business;28;3
1703;2022-04-13 02:28:59;2022-04-13 02:46:39;Female;med_service;individual;4;3
2962;2022-04-13 05:34:57;2022-04-13 05:34:58;Female;info;individual;0;1
7275;2022-04-13 05:34:57;2022-04-13 08:39:33;Male;med_service;The business;21;3
2740;2022-04-13 05:34:58;2022-04-13 06:08:44;Female;med_service;individual;5;1
6054;2022-04-13 09:58:59;2022-04-13 10:01:08;Male;med_service;individual;3;4
8940;2022-04-13 10:53:53;2022-04-13 11:05:55;Female;med_service;individual;2;5
405;2022-04-13 14:09:52;2022-04-13 14:13:51;Female;med_service;individual;5;2
2441;2022-04-13 18:09:48;2022-04-13 18:39:22;Male;med_service;individual;5;3
7292;2022-04-14 00:14:49;2022-04-14 00:23:20;Male;med_service;individual;4;1
3683;2022-04-14 00:58:00;2022-04-14 01:05:41;Female;med_service;individual;3;1
8086;2022-04-14 06:09:09;2022-04-14 06:25:37;Female;med_service;individual;5;1
3938;2022-04-14 08:39:45;2022-04-14 08:43:24;Male;med_service;individual;2;1
3864;2022-04-14 08:39:45;2022-04-14 08:52:44;Male;med_service;individual;3;5
7967;2022-04-14 15:24:43;2022-04-14 15:38:01;Female;med_service;individual;5;2
5789;2022-04-14 15:24:43;2022-04-14 16:14:37;Male;med_service;individual;3;1
366;2022-04-14 15:38:01;2022-04-14 15:42:44;Female;med_service;individual;-1;4
967;2022-04-14 15:42:44;2022-04-14 15:55:06;Female;med_service;individual;4;4
9534;2022-04-14 22:49:51;2022-04-14 22:50:44;Male;info;individual;0;1
3847;2022-04-15 07:06:47;2022-04-15 07:15:36;Male;med_service;The business;39;5
295;2022-04-15 07:55:36;2022-04-15 08:07:11;Female;med_service;individual;3;1
5583;2022-04-15 08:10:19;2022-04-15 08:20:31;Male;info;individual;0;2
8161;2022-04-15 09:46:08;2022-04-15 10:04:35;Male;med_service;individual;5;1
5987;2022-04-15 17:40:47;2022-04-15 17:46:40;Female;med_service;individual;4;2
6018;2022-04-15 17:40:47;2022-04-15 19:48:30;Male;med_service;individual;3;1
2555;2022-04-15 19:55:42;2022-04-15 20:13:33;Female;med_service;individual;4;2
4891;2022-04-15 22:28:10;2022-04-15 22:38:01;Female;med_service;individual;5;1
6903;2022-04-15 23:06:26;2022-04-15 23:09:35;Male;med_service;individual;1;1
9362;2022-04-16 00:06:52;2022-04-16 00:52:12;Female;med_service;individual;4;4
7317;2022-04-16 03:45:42;2022-04-16 03:48:38;Female;info;individual;0;3
5627;2022-04-16 04:54:45;2022-04-16 05:01:24;Female;info;individual;0;3
2602;2022-04-16 06:18:41;2022-04-16 06:23:13;Male;med_service;individual;-1;3
9064;2022-04-16 09:47:08;2022-04-16 09:47:22;Female;info;individual;0;1
1956;2022-04-16 10:24:53;2022-04-16 10:37:48;Male;med_service;individual;3;1
7192;2022-04-16 11:31:16;2022-04-16 11:34:14;Female;info;individual;0;5
964;2022-04-16 13:04:00;2022-04-16 13:30:45;Female;med_service;individual;4;2
1067;2022-04-16 15:20:37;2022-04-16 16:22:07;Male;med_service;individual;5;3
9950;2022-04-16 16:56:08;2022-04-16 17:00:11;Female;info;individual;-1;4
7942;2022-04-16 17:07:19;2022-04-16 17:07:49;Female;med_service;individual;2;3
9602;2022-04-16 17:35:39;2022-04-16 17:49:36;Male;med_service;individual;5;2
7994;2022-04-17 02:25:57;2022-04-17 02:46:47;Female;med_service;individual;4;5
2067;2022-04-17 04:00:39;2022-04-17 04:05:59;Male;med_service;individual;5;4
1125;2022-04-17 06:32:50;2022-04-17 06:33:28;Male;med_service;individual;-1;2
5151;2022-04-17 08:21:36;2022-04-17 08:56:29;Female;med_service;The business;45;5
4557;2022-04-17 11:42:40;2022-04-17 11:48:47;Female;med_service;individual;3;3
8174;2022-04-17 14:13:08;2022-04-17 14:16:52;Female;med_service;individual;5;1
488;2022-04-17 20:05:54;2022-04-17 20:14:01;Male;med_service;individual;4;1
7623;2022-04-17 21:43:23;2022-04-17 21:44:07;Female;med_service;individual;4;3
2702;2022-04-17 23:13:03;2022-04-17 23:26:33;Female;med_service;individual;3;5
8585;2022-04-18 01:26:52;2022-04-18 01:31:02;Female;med_service;individual;1;3
9015;2022-04-18 06:06:10;2022-04-18 06:12:11;Female;med_service;individual;1;1
79;2022-04-18 09:37:46;2022-04-18 09:38:36;Female;info;individual;-1;2
9357;2022-04-18 11:13:25;2022-04-18 11:24:00;Female;info;individual;0;2
3699;2022-04-18 12:52:41;2022-04-18 12:53:16;Female;med_service;individual;1;1
8528;2022-04-18 17:23:15;2022-04-18 17:36:35;Female;med_service;individual;3;4
8915;2022-04-18 20:04:34;2022-04-18 20:06:36;Female;med_service;individual;5;5
3808;2022-04-18 22:01:25;2022-04-18 22:17:51;Female;med_service;individual;5;2
2594;2022-04-19 02:12:13;2022-04-19 02:18:56;Female;med_service;individual;5;5
1613;2022-04-19 03:07:47;2022-04-19 03:10:33;Female;med_service;individual;-1;1
8535;2022-04-19 03:16:54;2022-04-19 03:32:27;Male;med_service;individual;4;3
9024;2022-04-19 04:29:48;2022-04-19 04:53:48;Female;med_service;individual;3;4
6575;2022-04-19 07:16:07;2022-04-19 07:19:30;Male;med_service;individual;5;5
874;2022-04-19 09:12:45;2022-04-19 09:24:49;Male;med_service;individual;3;2
1440;2022-04-19 15:09:34;2022-04-19 15:18:35;Male;med_service;individual;2;2
4103;2022-04-19 17:22:26;2022-04-19 17:29:22;Male;med_service;individual;3;2
2016;2022-04-19 21:59:14;2022-04-19 22:01:36;Female;med_service;individual;4;4
9868;2022-04-19 21:59:14;2022-04-19 22:21:00;Female;med_service;individual;2;5
