id;start_session;stop_session;sex;travel_country;number_of_travalers;consultation;website_page;cons_duration (min);travel_amount
3531;2022-01-12 10:38:17;2022-01-12 10:38:19;Male;Turkey;2;False;Order;0;199200
6387;2022-01-12 11:11:14;2022-01-12 11:11:24;Female;United Arab Emirates;3;False;Order;0;410130
8844;2022-01-12 11:11:53;2022-01-12 11:11:54;Female;Turkey;5;False;Order;0;444000
1446;2022-01-12 11:43:16;2022-01-12 11:43:26;Male;Kazakhstan;2;False;Sales;0;123200
4040;2022-01-12 11:51:03;2022-01-12 11:51:03;Female;United Arab Emirates;3;False;Directions;0;423360
9248;2022-01-12 11:58:07;2022-01-12 11:58:45;Male;Dominican Republic;5;False;About Us;0;486000
529;2022-01-12 12:39:52;2022-01-12 12:39:53;Female;Maldives;5;False;Home;0;299000
5261;2022-01-12 13:02:16;2022-01-12 13:02:29;Male;Italy;2;False;Directions;0;222000
4607;2022-01-12 13:57:50;2022-01-12 13:57:54;Male;Thailand;2;False;About Us;0;282200
8772;2022-01-12 14:01:41;2022-01-12 14:01:52;Male;Kazakhstan;3;False;Home;0;163800
1065;2022-01-12 15:38:38;2022-01-12 15:38:48;Female;Maldives;3;False;About Us;0;183300
8772;2022-01-12 16:00:27;2022-01-12 16:00:28;Male;Russia;2;False;Home;0;73600
7705;2022-01-12 16:03:04;2022-01-12 16:03:06;Male;Maldives;4;False;About Us;0;254800
6358;2022-01-12 16:14:05;2022-01-12 16:14:31;Female;Thailand;1;False;Sales;0;136000
1490;2022-01-12 16:17:48;2022-01-12 16:17:51;Female;United Arab Emirates;1;False;Home;0;119070
1142;2022-01-12 16:54:37;2022-01-12 16:54:57;Female;Dominican Republic;5;False;Sales;0;492000
2151;2022-01-12 16:58:13;2022-01-12 16:58:43;Female;Russia;5;False;Sales;0;154000
4875;2022-01-12 17:04:35;2022-01-12 17:04:44;Female;Maldives;5;False;Home;0;276250
2101;2022-01-12 17:40:47;2022-01-12 17:41:21;Male;Turkey;3;False;Sales;0;280800
7880;2022-01-12 18:31:12;2022-01-12 18:31:17;Male;Georgia;3;False;Sales;0;409500
3643;2022-01-12 19:06:32;2022-01-12 19:06:34;Male;Italy;4;False;Sales;0;546000
7388;2022-01-12 19:16:13;2022-01-12 19:16:40;Female;Kazakhstan;3;False;Directions;0;193200
1180;2022-01-12 19:20:58;2022-01-12 19:21:01;Male;Turkey;3;False;Directions;0;291600
4548;2022-01-12 19:41:09;2022-01-12 19:41:16;Female;Maldives;1;False;Search;0;54600
348;2022-01-12 20:00:10;2022-01-12 20:00:15;Female;Egypt;1;False;About Us;0;93000
182;2022-01-12 20:19:21;2022-01-12 20:19:51;Male;Turkey;2;False;About Us;0;218400
2611;2022-01-12 20:39:01;2022-01-12 20:39:02;Female;Italy;3;False;About Us;0;414000
88;2022-01-12 20:53:24;2022-01-12 20:53:45;Female;Georgia;3;False;Directions;0;420000
4534;2022-01-12 20:54:01;2022-01-12 20:54:18;Female;Georgia;5;False;Home;0;805000
520;2022-01-12 21:05:26;2022-01-12 21:05:34;Male;Kazakhstan;4;False;Order;0;271600
5065;2022-01-12 21:40:39;2022-01-12 21:40:43;Female;Georgia;1;False;Order;0;150500
2262;2022-01-12 22:02:44;2022-01-12 22:03:08;Female;Thailand;1;False;Home;0;153000
3065;2022-01-12 22:04:22;2022-01-12 22:04:34;Female;Georgia;4;False;Sales;0;602000
4150;2022-01-12 23:08:41;2022-01-12 23:08:57;Female;Maldives;3;False;Directions;0;156000
1647;2022-01-12 23:14:40;2022-01-12 23:14:43;Male;Russia;5;False;Home;0;156000
5667;2022-01-13 00:02:41;2022-01-13 00:02:43;Male;Kazakhstan;3;False;Home;0;203700
712;2022-01-13 00:21:37;2022-01-13 00:22:02;Female;Kazakhstan;4;False;Home;0;229600
1148;2022-01-13 00:24:14;2022-01-13 00:24:26;Male;Russia;2;False;About Us;0;73600
7699;2022-01-13 00:26:51;2022-01-13 00:26:59;Male;Dominican Republic;5;False;Search;0;522000
6511;2022-01-13 01:04:09;2022-01-13 01:04:35;Female;Egypt;2;False;Home;0;154000
6725;2022-01-13 01:11:58;2022-01-13 01:11:59;Male;Thailand;5;False;Search;0;731000
3186;2022-01-13 01:12:59;2022-01-13 01:13:25;Female;United Arab Emirates;2;False;Order;0;267540
9087;2022-01-13 01:18:29;2022-01-13 01:18:35;Male;Turkey;4;False;Order;0;475200
1386;2022-01-13 01:39:06;2022-01-13 01:39:40;Female;United Arab Emirates;2;False;Sales;0;270480
9368;2022-01-13 02:02:03;2022-01-13 02:02:28;Female;Italy;1;False;Home;0;138000
7251;2022-01-13 02:53:09;2022-01-13 02:53:13;Male;Turkey;5;False;Sales;0;534000
342;2022-01-13 03:24:00;2022-01-13 03:24:21;Male;Italy;3;False;Order;0;346500
4280;2022-01-13 03:27:27;2022-01-13 03:27:37;Male;Dominican Republic;2;False;About Us;0;237600
3722;2022-01-13 03:40:30;2022-01-13 03:40:30;Male;Dominican Republic;5;False;Search;0;582000
9303;2022-01-13 04:07:45;2022-01-13 04:07:59;Female;Dominican Republic;1;False;Sales;0;93600
9530;2022-01-13 04:23:33;2022-01-13 04:23:50;Female;Turkey;1;False;Home;0;105600
241;2022-01-13 04:26:22;2022-01-13 04:26:34;Male;Thailand;3;False;Search;0;464100
3229;2022-01-13 04:33:47;2022-01-13 04:34:08;Male;Maldives;3;False;Order;0;159900
9042;2022-01-13 05:26:52;2022-01-13 05:27:10;Female;Dominican Republic;2;False;Directions;0;228000
5217;2022-01-13 05:31:29;2022-01-13 05:31:35;Male;Egypt;5;False;About Us;0;365000
9161;2022-01-13 05:36:05;2022-01-13 05:37:14;Male;Turkey;2;False;About Us;0;235200
7656;2022-01-13 05:36:21;2022-01-13 05:36:35;Male;Dominican Republic;4;False;Directions;0;384000
5107;2022-01-13 05:43:21;2022-01-13 05:43:31;Male;Georgia;4;False;Search;0;637000
9534;2022-01-13 06:06:01;2022-01-13 06:06:37;Male;Thailand;1;False;Directions;0;137700
8186;2022-01-13 06:21:28;2022-01-13 06:21:32;Male;Georgia;1;False;Home;0;133000
5020;2022-01-13 06:30:36;2022-01-13 06:30:46;Male;Dominican Republic;5;False;About Us;0;480000
5668;2022-01-13 06:34:48;2022-01-13 06:34:52;Female;Maldives;4;False;Order;0;195000
1940;2022-01-13 06:47:54;2022-01-13 06:48:00;Male;Russia;4;False;Directions;0;148800
5516;2022-01-13 07:43:28;2022-01-13 07:43:30;Male;Egypt;1;False;Order;0;96000
4090;2022-01-13 07:52:41;2022-01-13 07:52:41;Female;Egypt;2;False;Order;0;164000
1781;2022-01-13 07:55:37;2022-01-13 07:55:41;Male;Turkey;4;False;Sales;0;460800
2618;2022-01-13 08:10:30;2022-01-13 08:11:17;Male;Kazakhstan;5;False;Sales;0;339500
1949;2022-01-13 08:27:36;2022-01-13 08:27:51;Female;Dominican Republic;2;False;Order;0;189600
5034;2022-01-13 08:35:44;2022-01-13 08:35:52;Male;Dominican Republic;4;False;Search;0;465600
7697;2022-01-13 08:43:51;2022-01-13 08:43:54;Male;Georgia;1;False;Order;0;134750
4020;2022-01-13 09:07:34;2022-01-13 09:07:37;Male;Kazakhstan;1;False;Directions;0;56000
5133;2022-01-13 09:13:01;2022-01-13 09:13:03;Female;Kazakhstan;2;False;Directions;0;112000
8860;2022-01-13 09:34:53;2022-01-13 09:35:10;Female;Italy;1;False;Sales;0;118500
4418;2022-01-13 10:08:06;2022-01-13 10:08:06;Female;Turkey;4;False;Home;0;436800
2395;2022-01-13 10:09:40;2022-01-13 10:09:41;Male;United Arab Emirates;1;False;Home;0;147000
2875;2022-01-13 10:23:50;2022-01-13 10:24:13;Female;Kazakhstan;5;False;Order;0;287000
7205;2022-01-13 10:36:40;2022-01-13 10:36:45;Male;Dominican Republic;3;False;Directions;0;342000
4472;2022-01-13 10:46:46;2022-01-13 10:47:09;Female;Thailand;1;False;Home;0;161500
8276;2022-01-13 11:39:04;2022-01-13 11:39:06;Female;Dominican Republic;4;False;Order;0;350400
2375;2022-01-13 11:40:30;2022-01-13 11:40:36;Female;Italy;2;False;Sales;0;297000
2346;2022-01-13 11:47:07;2022-01-13 11:47:48;Female;Thailand;5;False;Order;0;773500
2538;2022-01-13 12:08:57;2022-01-13 12:09:00;Female;Thailand;1;False;Order;0;146200
434;2022-01-13 12:17:40;2022-01-13 12:17:43;Female;Maldives;5;False;Home;0;289250
5895;2022-01-13 12:25:33;2022-01-13 12:25:36;Female;Kazakhstan;1;False;Directions;0;63000
6675;2022-01-13 13:20:57;2022-01-13 13:21:02;Female;Georgia;5;False;Search;0;848750
4165;2022-01-13 13:26:04;2022-01-13 13:26:07;Female;Italy;5;False;Sales;0;742500
7769;2022-01-13 13:28:03;2022-01-13 13:28:04;Female;Italy;1;False;Home;0;145500
8985;2022-01-13 13:29:56;2022-01-13 13:30:17;Male;United Arab Emirates;3;False;Home;0;370440
1471;2022-01-13 13:33:16;2022-01-13 13:33:25;Female;Georgia;2;False;Home;0;266000
5486;2022-01-13 14:05:21;2022-01-13 14:05:28;Female;Turkey;5;False;Search;0;552000
6398;2022-01-13 14:07:54;2022-01-13 14:08:02;Male;Italy;5;False;Sales;0;555000
9744;2022-01-13 14:10:47;2022-01-13 14:10:56;Male;Thailand;5;False;Order;0;841500
517;2022-01-13 14:14:38;2022-01-13 14:15:07;Female;Kazakhstan;1;False;Search;0;57400
276;2022-01-13 14:29:55;2022-01-13 14:30:20;Female;Kazakhstan;1;False;Directions;0;69300
8379;2022-01-13 14:51:50;2022-01-13 14:51:57;Female;Italy;4;False;Order;0;588000
5132;2022-01-13 15:02:14;2022-01-13 15:02:28;Female;Italy;4;False;Sales;0;438000
4839;2022-01-13 15:20:48;2022-01-13 15:20:58;Female;Egypt;2;False;Order;0;152000
1209;2022-01-13 15:50:58;2022-01-13 15:51:03;Female;Georgia;3;False;About Us;0;383250
4295;2022-01-13 16:18:17;2022-01-13 16:18:22;Male;Egypt;2;False;Order;0;190000
107;2022-01-13 16:21:35;2022-01-13 16:21:36;Female;Russia;2;False;Directions;0;68000
6162;2022-01-13 16:41:21;2022-01-13 16:41:33;Male;Russia;2;False;Sales;0;77600
9224;2022-01-13 16:41:47;2022-01-13 16:41:53;Male;Italy;5;False;Order;0;652500
8206;2022-01-13 16:50:47;2022-01-13 16:51:38;Female;Kazakhstan;3;False;Sales;0;157500
4351;2022-01-13 16:55:39;2022-01-13 16:55:57;Female;Italy;2;False;Sales;0;222000
7060;2022-01-13 17:02:09;2022-01-13 17:02:10;Male;Thailand;3;False;Search;0;489600
8300;2022-01-13 17:03:47;2022-01-13 17:03:53;Male;Egypt;1;False;Home;0;74000
8929;2022-01-13 17:31:00;2022-01-13 17:31:00;Female;Kazakhstan;5;False;Search;0;259000
9644;2022-01-13 18:01:02;2022-01-13 18:01:03;Male;Kazakhstan;2;False;Directions;0;117600
8055;2022-01-13 18:12:13;2022-01-13 18:12:13;Male;Thailand;1;False;About Us;0;147900
871;2022-01-13 18:20:59;2022-01-13 18:21:20;Female;Thailand;5;False;Sales;0;816000
3044;2022-01-13 18:43:48;2022-01-13 18:44:08;Male;Maldives;4;False;Order;0;252200
1666;2022-01-13 19:10:00;2022-01-13 19:10:04;Male;Italy;3;False;Home;0;351000
8320;2022-01-13 19:35:23;2022-01-13 19:35:32;Female;Thailand;2;False;Sales;0;302600
8228;2022-01-13 19:38:10;2022-01-13 19:38:13;Male;Dominican Republic;2;False;Sales;0;177600
4293;2022-01-13 19:50:22;2022-01-13 19:50:29;Female;Georgia;5;False;Order;0;840000
5462;2022-01-13 19:54:55;2022-01-13 19:55:09;Female;Turkey;4;False;Home;0;412800
4780;2022-01-13 21:11:42;2022-01-13 21:11:43;Female;Georgia;4;False;Home;0;665000
2556;2022-01-13 21:18:34;2022-01-13 21:18:44;Female;Egypt;3;False;About Us;0;258000
9585;2022-01-13 21:37:32;2022-01-13 21:37:37;Female;Dominican Republic;2;False;Sales;0;187200
4317;2022-01-13 21:57:58;2022-01-13 21:58:07;Female;United Arab Emirates;1;False;Order;0;132300
578;2022-01-13 22:32:37;2022-01-13 22:32:55;Male;Turkey;5;False;Sales;0;498000
7501;2022-01-13 22:37:22;2022-01-13 22:37:24;Female;Maldives;1;False;Home;0;62400
1549;2022-01-13 22:55:13;2022-01-13 22:55:16;Male;Egypt;1;False;About Us;0;99000
367;2022-01-13 23:09:14;2022-01-13 23:09:24;Female;Dominican Republic;4;False;Order;0;369600
3793;2022-01-13 23:13:32;2022-01-13 23:13:32;Male;Egypt;3;False;Order;0;228000
2784;2022-01-13 23:14:05;2022-01-13 23:14:06;Female;Georgia;4;False;Home;0;581000
6049;2022-01-13 23:43:51;2022-01-13 23:44:04;Male;Kazakhstan;3;False;Order;0;180600
9276;2022-01-14 00:26:12;2022-01-14 00:26:17;Female;Italy;1;False;Search;0;136500
4902;2022-01-14 00:42:45;2022-01-14 00:42:48;Male;Turkey;4;False;Search;0;465600
3004;2022-01-14 00:58:25;2022-01-14 00:58:59;Male;Russia;4;False;Sales;0;124800
4667;2022-01-14 01:33:25;2022-01-14 01:33:45;Female;Dominican Republic;3;False;Order;0;356400
5370;2022-01-14 02:36:53;2022-01-14 02:36:54;Female;Maldives;3;False;About Us;0;173550
8207;2022-01-14 02:39:58;2022-01-14 02:40:03;Female;Kazakhstan;5;False;Order;0;304500
3641;2022-01-14 03:08:07;2022-01-14 03:08:22;Female;Georgia;3;False;Sales;0;393750
2503;2022-01-14 03:47:10;2022-01-14 03:47:21;Male;Georgia;3;False;Order;0;519750
9624;2022-01-14 04:21:32;2022-01-14 04:21:51;Male;Italy;5;False;Sales;0;697500
6196;2022-01-14 04:34:15;2022-01-14 04:34:30;Male;Thailand;4;False;Order;0;578000
8789;2022-01-14 05:03:41;2022-01-14 05:03:48;Female;Dominican Republic;4;False;Directions;0;446400
4550;2022-01-14 05:12:57;2022-01-14 05:13:10;Male;Egypt;5;False;Home;0;490000
4160;2022-01-14 05:44:27;2022-01-14 05:44:45;Male;Egypt;4;False;Home;0;392000
5722;2022-01-14 05:53:41;2022-01-14 05:53:50;Male;Egypt;2;False;Search;0;164000
856;2022-01-14 05:57:39;2022-01-14 05:57:44;Female;Kazakhstan;5;False;Home;0;266000
1495;2022-01-14 06:00:43;2022-01-14 06:00:43;Female;Russia;4;False;Home;0;144000
7163;2022-01-14 06:07:27;2022-01-14 06:07:36;Female;Georgia;1;False;Search;0;127750
8854;2022-01-14 06:07:55;2022-01-14 06:07:57;Female;Maldives;2;False;Search;0;94900
2832;2022-01-14 06:36:56;2022-01-14 06:37:16;Male;Georgia;4;False;Order;0;693000
3249;2022-01-14 06:41:04;2022-01-14 06:41:13;Male;Turkey;1;False;Search;0;104400
6432;2022-01-14 07:16:40;2022-01-14 07:16:43;Female;Kazakhstan;2;False;Sales;0;107800
360;2022-01-14 07:32:08;2022-01-14 07:32:13;Female;Dominican Republic;1;False;About Us;0;92400
5755;2022-01-14 07:39:00;2022-01-14 07:39:12;Female;Georgia;1;False;Search;0;175000
3231;2022-01-14 08:36:43;2022-01-14 08:36:46;Female;Thailand;5;False;Order;0;782000
5990;2022-01-14 08:44:52;2022-01-14 08:45:03;Female;Russia;5;False;Order;0;146000
281;2022-01-14 08:47:06;2022-01-14 08:47:06;Female;Kazakhstan;1;False;Search;0;61600
3921;2022-01-14 08:52:52;2022-01-14 08:52:54;Female;Georgia;5;False;Search;0;752500
5873;2022-01-14 09:05:00;2022-01-14 09:05:12;Female;Dominican Republic;2;False;Sales;0;235200
8516;2022-01-14 09:12:55;2022-01-14 09:12:59;Male;United Arab Emirates;3;False;Home;0;348390
8062;2022-01-14 09:18:01;2022-01-14 09:18:03;Female;Dominican Republic;5;False;Order;0;456000
5238;2022-01-14 09:19:02;2022-01-14 09:19:19;Male;Italy;2;False;About Us;0;264000
3500;2022-01-14 09:19:52;2022-01-14 09:19:53;Female;Egypt;4;False;Order;0;388000
4017;2022-01-14 10:30:24;2022-01-14 10:30:33;Female;United Arab Emirates;3;False;Home;0;335160
7767;2022-01-14 10:40:56;2022-01-14 10:41:10;Male;United Arab Emirates;4;False;Directions;0;470400
2795;2022-01-14 11:06:56;2022-01-14 11:07:11;Male;Turkey;3;False;Directions;0;356400
4403;2022-01-14 11:25:28;2022-01-14 11:25:31;Male;Georgia;4;False;Directions;0;546000
4046;2022-01-14 11:42:04;2022-01-14 11:42:11;Female;Kazakhstan;2;False;Search;0;105000
3430;2022-01-14 11:56:19;2022-01-14 11:56:31;Female;Thailand;4;False;About Us;0;666400
8743;2022-01-14 11:56:39;2022-01-14 11:56:42;Male;Italy;2;False;Home;0;267000
286;2022-01-14 11:58:45;2022-01-14 11:58:46;Male;Georgia;1;False;Directions;0;150500
3219;2022-01-14 12:13:42;2022-01-14 12:13:45;Female;Georgia;3;False;Directions;0;451500
949;2022-01-14 12:15:38;2022-01-14 12:15:39;Male;Turkey;3;False;Search;0;295200
8724;2022-01-14 12:24:19;2022-01-14 12:24:24;Female;Turkey;3;False;Sales;0;295200
5058;2022-01-14 12:43:20;2022-01-14 12:43:20;Male;Thailand;4;False;Order;0;618800
2110;2022-01-14 12:50:20;2022-01-14 12:50:23;Female;Turkey;5;False;Directions;0;444000
9136;2022-01-14 12:50:56;2022-01-14 12:50:57;Female;Turkey;1;False;About Us;0;117600
8615;2022-01-14 13:05:13;2022-01-14 13:05:32;Female;Russia;1;False;Search;0;38000
7025;2022-01-14 13:17:33;2022-01-14 13:17:33;Female;Maldives;1;False;Search;0;47450
4767;2022-01-14 13:22:50;2022-01-14 13:22:59;Female;Dominican Republic;5;False;Home;0;540000
2001;2022-01-14 13:44:51;2022-01-14 13:44:58;Male;Turkey;4;False;Home;0;369600
3130;2022-01-14 14:34:54;2022-01-14 14:35:08;Male;Dominican Republic;1;False;Directions;0;103200
997;2022-01-14 15:14:30;2022-01-14 15:14:40;Male;Egypt;4;False;Search;0;332000
6276;2022-01-14 15:15:02;2022-01-14 15:15:12;Female;Maldives;4;False;Sales;0;244400
6929;2022-01-14 16:19:15;2022-01-14 16:19:17;Female;Egypt;3;False;Search;0;243000
6739;2022-01-14 16:23:03;2022-01-14 16:23:11;Female;Georgia;5;False;Sales;0;875000
5937;2022-01-14 16:32:21;2022-01-14 16:32:34;Female;Dominican Republic;2;False;Order;0;220800
4746;2022-01-14 16:53:41;2022-01-14 16:53:51;Male;Maldives;4;False;Order;0;231400
1575;2022-01-14 17:20:30;2022-01-14 17:20:42;Male;Italy;1;False;Home;0;120000
6429;2022-01-14 17:40:19;2022-01-14 17:40:21;Female;United Arab Emirates;4;False;About Us;0;558600
1716;2022-01-14 17:43:04;2022-01-14 17:43:11;Female;Georgia;4;False;Order;0;665000
9041;2022-01-14 17:50:04;2022-01-14 17:50:47;Male;Thailand;5;False;Directions;0;637500
9712;2022-01-14 18:26:52;2022-01-14 18:27:15;Female;Egypt;4;False;Sales;0;308000
6395;2022-01-14 19:10:19;2022-01-14 19:10:24;Male;Dominican Republic;5;False;Directions;0;546000
9633;2022-01-14 19:58:18;2022-01-14 19:58:27;Male;Dominican Republic;1;False;About Us;0;104400
2240;2022-01-14 20:02:25;2022-01-14 20:02:41;Female;Thailand;3;False;Directions;0;423300
9253;2022-01-14 20:02:32;2022-01-14 20:03:00;Female;Maldives;1;False;About Us;0;53300
4801;2022-01-14 20:19:56;2022-01-14 20:19:57;Female;Kazakhstan;3;False;Sales;0;178500
1673;2022-01-14 20:21:59;2022-01-14 20:22:06;Male;Maldives;3;False;Search;0;179400
9151;2022-01-14 21:29:14;2022-01-14 21:29:22;Male;Turkey;4;False;Home;0;436800
7460;2022-01-14 21:39:33;2022-01-14 21:39:34;Male;Dominican Republic;1;False;Directions;0;112800
8689;2022-01-14 22:06:36;2022-01-14 22:06:41;Male;Maldives;2;False;Directions;0;96200
3888;2022-01-14 22:45:02;2022-01-14 22:45:08;Male;Maldives;5;False;Search;0;318500
9023;2022-01-14 23:08:08;2022-01-14 23:08:17;Male;Dominican Republic;4;False;Order;0;465600
9904;2022-01-14 23:22:04;2022-01-14 23:22:31;Male;Maldives;5;False;Directions;0;243750
2651;2022-01-14 23:47:54;2022-01-14 23:47:57;Female;Italy;5;False;Home;0;607500
8420;2022-01-15 00:18:24;2022-01-15 00:18:39;Male;Thailand;5;False;Search;0;705500
5868;2022-01-15 01:41:14;2022-01-15 01:41:16;Male;Turkey;5;False;Order;0;462000
4224;2022-01-15 01:43:46;2022-01-15 01:44:03;Female;Italy;3;False;Sales;0;423000
7523;2022-01-15 01:55:42;2022-01-15 01:55:50;Male;Egypt;5;False;Order;0;460000
9875;2022-01-15 01:59:34;2022-01-15 01:59:42;Male;Turkey;4;False;About Us;0;364800
5151;2022-01-15 02:36:23;2022-01-15 02:36:45;Female;Dominican Republic;4;False;Directions;0;388800
1267;2022-01-15 02:37:11;2022-01-15 02:37:13;Male;Maldives;1;False;Search;0;48100
2173;2022-01-15 02:48:30;2022-01-15 02:48:32;Male;United Arab Emirates;4;False;About Us;0;499800
4980;2022-01-15 02:54:16;2022-01-15 02:54:31;Male;Maldives;1;False;Directions;0;50050
5852;2022-01-15 03:01:52;2022-01-15 03:01:57;Female;Italy;2;False;Sales;0;222000
5358;2022-01-15 03:35:46;2022-01-15 03:35:48;Female;Italy;3;False;Home;0;445500
4705;2022-01-15 03:36:42;2022-01-15 03:36:43;Female;United Arab Emirates;4;False;About Us;0;464520
7502;2022-01-15 03:44:12;2022-01-15 03:44:47;Male;Italy;1;False;About Us;0;133500
3488;2022-01-15 04:25:00;2022-01-15 04:25:09;Female;Kazakhstan;5;False;About Us;0;297500
9168;2022-01-15 04:50:47;2022-01-15 04:51:04;Female;Dominican Republic;3;False;Directions;0;331200
5155;2022-01-15 04:58:50;2022-01-15 04:58:51;Female;United Arab Emirates;3;False;Sales;0;330750
4004;2022-01-15 05:41:56;2022-01-15 05:42:12;Male;Turkey;5;False;About Us;0;522000
2437;2022-01-15 06:02:02;2022-01-15 06:02:04;Female;Egypt;4;False;Search;0;292000
5036;2022-01-15 06:20:33;2022-01-15 06:20:34;Male;Egypt;3;False;About Us;0;255000
8354;2022-01-15 06:31:30;2022-01-15 06:31:36;Female;Egypt;1;False;About Us;0;80000
5147;2022-01-15 07:07:55;2022-01-15 07:07:58;Male;Kazakhstan;3;False;About Us;0;174300
226;2022-01-15 07:17:17;2022-01-15 07:17:18;Female;Maldives;4;False;Search;0;210600
5909;2022-01-15 07:45:50;2022-01-15 07:45:54;Male;Maldives;2;False;Order;0;107900
2159;2022-01-15 07:49:12;2022-01-15 07:49:15;Male;Georgia;1;False;Order;0;162750
467;2022-01-15 08:18:55;2022-01-15 08:18:57;Male;Egypt;4;False;Order;0;296000
1910;2022-01-15 08:22:32;2022-01-15 08:22:34;Female;United Arab Emirates;2;False;Search;0;288120
4682;2022-01-15 09:27:15;2022-01-15 09:27:16;Male;Kazakhstan;3;False;Search;0;195300
5229;2022-01-15 10:07:54;2022-01-15 10:07:56;Female;United Arab Emirates;1;False;About Us;0;120540
8372;2022-01-15 10:22:02;2022-01-15 10:22:08;Male;Russia;2;False;Sales;0;79200
692;2022-01-15 11:14:50;2022-01-15 11:14:56;Female;Egypt;2;False;Sales;0;164000
1138;2022-01-15 11:28:26;2022-01-15 11:28:48;Female;Turkey;4;False;Sales;0;355200
9763;2022-01-15 11:29:36;2022-01-15 11:29:43;Female;United Arab Emirates;4;False;Order;0;488040
4526;2022-01-15 11:40:24;2022-01-15 11:40:31;Female;Russia;4;False;Home;0;152000
9502;2022-01-15 12:00:12;2022-01-15 12:00:13;Female;Thailand;3;False;Directions;0;459000
9361;2022-01-15 12:21:51;2022-01-15 12:21:52;Female;Italy;4;False;Directions;0;480000
3879;2022-01-15 12:39:15;2022-01-15 12:39:20;Female;Kazakhstan;1;False;About Us;0;63000
5900;2022-01-15 12:41:33;2022-01-15 12:41:37;Male;Maldives;1;False;About Us;0;59150
12;2022-01-15 12:42:08;2022-01-15 12:42:26;Female;Thailand;5;False;Sales;0;697000
4304;2022-01-15 12:50:55;2022-01-15 12:50:59;Female;Turkey;4;False;Directions;0;350400
7374;2022-01-15 13:11:56;2022-01-15 13:11:59;Female;Dominican Republic;5;False;Sales;0;504000
6032;2022-01-15 13:14:36;2022-01-15 13:14:39;Female;Russia;1;False;Order;0;31600
3602;2022-01-15 13:20:31;2022-01-15 13:20:47;Male;Maldives;4;False;Sales;0;210600
1209;2022-01-15 13:35:20;2022-01-15 13:35:25;Male;Turkey;4;False;Directions;0;451200
8555;2022-01-15 13:36:26;2022-01-15 13:36:30;Female;Egypt;4;False;Search;0;304000
506;2022-01-15 13:54:21;2022-01-15 13:54:28;Male;Thailand;5;False;Search;0;722500
5482;2022-01-15 14:26:59;2022-01-15 14:27:05;Female;Kazakhstan;4;False;Search;0;260400
1425;2022-01-15 14:47:36;2022-01-15 14:47:39;Female;Thailand;2;False;Sales;0;289000
6926;2022-01-15 15:41:35;2022-01-15 15:41:38;Male;Maldives;2;False;About Us;0;110500
6128;2022-01-15 15:52:38;2022-01-15 15:52:39;Female;Italy;5;False;Directions;0;705000
3372;2022-01-15 16:15:54;2022-01-15 16:16:14;Female;Egypt;5;False;Order;0;465000
949;2022-01-15 16:18:36;2022-01-15 16:18:37;Female;Thailand;3;False;About Us;0;448800
6608;2022-01-15 16:38:14;2022-01-15 16:38:39;Female;Dominican Republic;2;False;Order;0;189600
9756;2022-01-15 16:49:13;2022-01-15 16:49:13;Male;Maldives;4;False;Directions;0;195000
6579;2022-01-15 17:28:33;2022-01-15 17:29:04;Male;Kazakhstan;4;False;About Us;0;235200
8095;2022-01-15 17:29:49;2022-01-15 17:29:58;Male;Maldives;1;False;Directions;0;52000
8971;2022-01-15 17:47:36;2022-01-15 17:48:25;Female;Thailand;4;False;About Us;0;571200
286;2022-01-15 17:56:37;2022-01-15 17:56:37;Male;Italy;4;False;Order;0;438000
8252;2022-01-15 18:07:52;2022-01-15 18:07:55;Female;Russia;1;False;Home;0;36800
7966;2022-01-15 18:20:49;2022-01-15 18:20:49;Female;Kazakhstan;5;False;Directions;0;259000
9534;2022-01-15 18:23:46;2022-01-15 18:23:54;Female;Georgia;2;False;Order;0;280000
6690;2022-01-15 18:27:01;2022-01-15 18:27:38;Female;Italy;2;False;Sales;0;222000
9927;2022-01-15 18:51:25;2022-01-15 18:51:36;Female;Egypt;5;False;Home;0;400000
4695;2022-01-15 19:05:58;2022-01-15 19:06:10;Male;Italy;3;False;Sales;0;333000
9011;2022-01-15 19:33:07;2022-01-15 19:33:34;Female;Dominican Republic;5;False;Home;0;588000
7216;2022-01-15 20:29:14;2022-01-15 20:29:16;Male;Dominican Republic;3;False;Sales;0;320400
2582;2022-01-15 20:32:24;2022-01-15 20:32:26;Male;Georgia;1;False;Sales;0;129500
5763;2022-01-15 21:09:05;2022-01-15 21:09:20;Male;Georgia;3;False;Directions;0;493500
6857;2022-01-15 21:10:16;2022-01-15 21:10:30;Female;Turkey;5;False;Directions;0;594000
9220;2022-01-15 21:13:28;2022-01-15 21:13:28;Female;Italy;4;False;Search;0;594000
8192;2022-01-15 21:16:45;2022-01-15 21:16:46;Male;Dominican Republic;3;False;Directions;0;313200
4038;2022-01-15 21:20:33;2022-01-15 21:20:36;Female;Egypt;2;False;Search;0;196000
134;2022-01-15 21:33:44;2022-01-15 21:33:52;Male;Egypt;4;False;About Us;0;388000
5413;2022-01-15 21:35:18;2022-01-15 21:35:19;Male;Russia;3;False;Sales;0;117600
9773;2022-01-15 21:49:20;2022-01-15 21:49:23;Female;Kazakhstan;4;False;Home;0;226800
1283;2022-01-15 22:48:46;2022-01-15 22:48:46;Female;Georgia;5;False;Order;0;875000
