id;start_session;stop_session;sex;travel_country;number_of_travalers;travel_date;consultation;website_page;cons_duration;travel_amount
3719307;2023-06-29 11:12:41.784505;2023-06-29 11:32:32.223543;0;Russia;1;PASS;PASS;PASS;PASS;39200.0
6416547;2023-06-29 12:48:25.019311;2023-06-29 13:35:52.944836;0;United Arab Emirates;4;PASS;PASS;PASS;PASS;564480.0
3683377;2023-06-29 15:58:44.688350;2023-06-29 18:03:31.630091;0;Kazakhstan;4;PASS;PASS;PASS;PASS;235200.0
4813280;2023-06-30 00:56:57.430446;2023-06-30 01:36:17.003018;1;United Arab Emirates;1;PASS;PASS;PASS;PASS;129360.0
8288383;2023-06-30 02:44:47.959756;2023-06-30 03:40:44.099618;0;Italy;2;PASS;PASS;PASS;PASS;222000.0
4503159;2023-06-30 10:48:08.262476;2023-06-30 11:22:33.753839;1;Thailand;2;PASS;PASS;PASS;PASS;312800.0
5402095;2023-06-30 14:07:20.419811;2023-06-30 15:12:02.105869;1;Thailand;4;PASS;PASS;PASS;PASS;584800.0
4309780;2023-06-30 08:09:10.229425;2023-06-30 20:37:13.754504;1;Kazakhstan;3;PASS;PASS;PASS;PASS;184800.0
723314;2023-06-30 21:56:39.181809;2023-06-30 23:59:27.871921;0;Kazakhstan;5;PASS;PASS;PASS;PASS;339500.0
1218213;2023-07-01 01:03:48.204098;2023-07-01 01:16:09.233839;1;United Arab Emirates;2;PASS;PASS;PASS;PASS;264600.0
7078693;2023-07-01 02:02:33.157992;2023-07-01 02:30:49.745673;1;Thailand;1;PASS;PASS;PASS;PASS;161500.0
180680;2023-07-01 04:00:59.704378;2023-07-01 05:42:25.158143;0;Dominican Republic;2;PASS;PASS;PASS;PASS;237600.0
7146524;2023-07-01 04:47:39.434937;2023-07-01 09:08:16.039459;1;Kazakhstan;5;PASS;PASS;PASS;PASS;273000.0
8648431;2023-07-01 11:02:12.499857;2023-07-01 12:44:49.259096;1;Kazakhstan;1;PASS;PASS;PASS;PASS;63700.0
8338023;2023-07-01 07:00:08.611883;2023-07-01 20:07:59.019604;0;Thailand;5;PASS;PASS;PASS;PASS;680000.0
9092815;2023-07-01 20:48:26.129518;2023-07-02 01:07:38.846791;1;Kazakhstan;1;PASS;PASS;PASS;PASS;62300.0
9261775;2023-07-02 02:45:47.241885;2023-07-02 03:11:13.830447;0;Thailand;4;PASS;PASS;PASS;PASS;659600.0
3018050;2023-07-02 05:19:57.531017;2023-07-02 06:43:03.951652;0;Russia;5;PASS;PASS;PASS;PASS;174000.0
1186254;2023-07-01 15:12:52.092252;2023-07-02 10:58:26.111029;0;Kazakhstan;1;PASS;PASS;PASS;PASS;58100.0
488998;2023-07-02 12:18:38.217762;2023-07-02 13:24:55.662135;0;United Arab Emirates;2;PASS;PASS;PASS;PASS;244020.0
4126209;2023-07-02 15:54:04.834740;2023-07-02 16:23:47.365704;1;Thailand;2;PASS;PASS;PASS;PASS;329800.0
2786837;2023-07-02 20:54:31.528840;2023-07-02 21:27:55.961901;1;United Arab Emirates;3;PASS;PASS;PASS;PASS;335160.0
7381010;2023-07-02 22:07:31.304725;2023-07-02 22:09:40.249869;0;Kazakhstan;5;PASS;PASS;PASS;PASS;269500.0
3528896;2023-07-03 01:26:28.137377;2023-07-03 07:12:59.292311;0;Kazakhstan;3;PASS;PASS;PASS;PASS;182700.0
5909434;2023-07-03 00:15:38.363387;2023-07-03 13:24:34.083924;1;Kazakhstan;1;PASS;PASS;PASS;PASS;60200.0
1527463;2023-07-03 13:55:02.599830;2023-07-03 14:11:15.066699;0;Russia;5;PASS;PASS;PASS;PASS;170000.0
9263758;2023-07-03 20:09:47.777010;2023-07-04 04:07:06.682154;0;Italy;2;PASS;PASS;PASS;PASS;243000.0
9962367;2023-07-04 08:24:59.198777;2023-07-04 08:31:24.780674;0;Thailand;1;PASS;PASS;PASS;PASS;124100.0
7786206;2023-07-04 13:32:09.702306;2023-07-04 14:55:45.323934;1;Thailand;5;PASS;PASS;PASS;PASS;756500.0
9387760;2023-07-04 16:42:15.899259;2023-07-04 17:16:43.985523;1;Thailand;4;PASS;PASS;PASS;PASS;598400.0
7438980;2023-07-04 18:54:33.688930;2023-07-04 20:14:47.238336;1;Thailand;2;PASS;PASS;PASS;PASS;312800.0
3896488;2023-07-04 20:16:09.745909;2023-07-04 20:33:23.545314;1;United Arab Emirates;5;PASS;PASS;PASS;PASS;712950.0
4426947;2023-07-04 23:11:56.452111;2023-07-05 01:27:32.089588;0;Thailand;1;PASS;PASS;PASS;PASS;158100.0
8308303;2023-07-03 20:56:21.769288;2023-07-05 06:45:42.843609;0;United Arab Emirates;5;PASS;PASS;PASS;PASS;617400.0
9154622;2023-07-05 12:09:26.196542;2023-07-05 15:25:58.522387;0;United Arab Emirates;2;PASS;PASS;PASS;PASS;294000.0
9015784;2023-07-05 15:30:54.549771;2023-07-05 16:31:35.513746;1;United Arab Emirates;3;PASS;PASS;PASS;PASS;339570.0
9497924;2023-07-05 17:18:46.160740;2023-07-05 19:02:59.965885;0;Russia;1;PASS;PASS;PASS;PASS;33600.0
6733995;2023-07-05 21:06:24.407852;2023-07-05 21:10:33.496495;0;Thailand;1;PASS;PASS;PASS;PASS;146200.0
8030799;2023-07-06 00:20:11.858691;2023-07-06 01:53:02.427523;0;Italy;5;PASS;PASS;PASS;PASS;675000.0
119343;2023-07-05 13:25:29.593094;2023-07-06 05:39:49.565987;1;Italy;5;PASS;PASS;PASS;PASS;562500.0
3961276;2023-07-06 12:22:15.607650;2023-07-06 13:46:40.966983;1;Italy;3;PASS;PASS;PASS;PASS;414000.0
6262167;2023-07-06 19:01:01.374590;2023-07-06 19:35:15.744287;0;Italy;4;PASS;PASS;PASS;PASS;468000.0
3472988;2023-07-07 03:08:58.419007;2023-07-07 07:00:11.720138;0;Dominican Republic;3;PASS;PASS;PASS;PASS;313200.0
3114440;2023-07-07 07:17:03.229904;2023-07-07 09:07:45.469921;1;Italy;3;PASS;PASS;PASS;PASS;400500.0
8816038;2023-07-07 09:45:25.733155;2023-07-07 10:19:26.426390;0;Kazakhstan;5;PASS;PASS;PASS;PASS;290500.0
1245968;2023-07-07 13:19:09.665944;2023-07-07 15:10:48.313613;0;Italy;4;PASS;PASS;PASS;PASS;480000.0
844881;2023-07-07 15:57:43.485960;2023-07-07 16:00:01.842567;1;Dominican Republic;5;PASS;PASS;PASS;PASS;510000.0
1384736;2023-07-07 17:26:45.239548;2023-07-07 19:03:20.119854;0;Russia;3;PASS;PASS;PASS;PASS;94800.0
5039393;2023-07-07 19:45:04.834261;2023-07-07 20:50:40.654544;1;Thailand;1;PASS;PASS;PASS;PASS;159800.0
9538420;2023-07-07 21:13:17.465694;2023-07-07 22:52:16.784472;1;United Arab Emirates;5;PASS;PASS;PASS;PASS;551250.0
4190936;2023-07-07 13:44:05.351955;2023-07-08 01:38:11.926701;0;Russia;4;PASS;PASS;PASS;PASS;150400.0
4581291;2023-07-08 09:53:58.110918;2023-07-08 12:08:28.937547;1;Thailand;1;PASS;PASS;PASS;PASS;154700.0
3119831;2023-07-08 19:11:04.218997;2023-07-08 23:57:51.951807;0;Thailand;4;PASS;PASS;PASS;PASS;496400.0
2864628;2023-07-09 01:13:08.283103;2023-07-09 02:04:06.523783;1;Russia;1;PASS;PASS;PASS;PASS;38000.0
758862;2023-07-09 03:07:46.467135;2023-07-09 05:26:00.740467;0;Russia;2;PASS;PASS;PASS;PASS;76000.0
1106929;2023-07-09 07:41:55.957350;2023-07-09 07:52:57.044332;1;Dominican Republic;2;PASS;PASS;PASS;PASS;237600.0
1053429;2023-07-09 07:22:00.370970;2023-07-09 08:13:04.648989;1;Italy;3;PASS;PASS;PASS;PASS;396000.0
3683718;2023-07-09 09:22:06.227909;2023-07-09 09:22:29.497576;0;Dominican Republic;3;PASS;PASS;PASS;PASS;288000.0
3166647;2023-07-09 09:28:40.172817;2023-07-09 11:32:01.724593;1;Italy;2;PASS;PASS;PASS;PASS;273000.0
2714700;2023-07-09 12:15:41.976511;2023-07-09 12:39:07.964069;1;Dominican Republic;3;PASS;PASS;PASS;PASS;313200.0
748790;2023-07-09 10:12:56.369356;2023-07-09 15:27:52.358176;1;United Arab Emirates;1;PASS;PASS;PASS;PASS;133770.0
5844741;2023-07-09 19:47:44.868382;2023-07-09 19:49:09.408333;1;Italy;1;PASS;PASS;PASS;PASS;135000.0
6364696;2023-07-10 01:13:24.474792;2023-07-10 02:25:24.473736;1;Thailand;3;PASS;PASS;PASS;PASS;372300.0
2294424;2023-07-10 04:12:07.721554;2023-07-10 04:37:11.710068;0;Thailand;1;PASS;PASS;PASS;PASS;154700.0
3218297;2023-07-10 08:47:18.082112;2023-07-10 10:46:24.101257;1;Italy;5;PASS;PASS;PASS;PASS;637500.0
481757;2023-07-10 07:18:21.657961;2023-07-10 19:49:07.152968;0;Russia;1;PASS;PASS;PASS;PASS;29600.0
8406645;2023-07-10 13:09:40.225246;2023-07-12 08:10:43.008929;0;Russia;4;PASS;PASS;PASS;PASS;131200.0
5488553;2023-07-12 09:27:20.725752;2023-07-12 12:07:45.229125;1;United Arab Emirates;2;PASS;PASS;PASS;PASS;226380.0
8166409;2023-06-28 15:01:53.698994;2023-07-12 20:42:00.644571;0;Kazakhstan;2;PASS;PASS;PASS;PASS;131600.0
8763545;2023-07-12 22:57:35.085775;2023-07-13 00:35:21.018854;0;Thailand;4;PASS;PASS;PASS;PASS;680000.0
2064609;2023-07-13 01:04:03.875481;2023-07-13 02:12:02.543726;1;Russia;4;PASS;PASS;PASS;PASS;131200.0
6380363;2023-07-13 05:05:15.766967;2023-07-13 08:12:58.888771;1;Thailand;5;PASS;PASS;PASS;PASS;756500.0
6977914;2023-07-13 09:16:05.730013;2023-07-13 09:34:14.467521;0;Italy;4;PASS;PASS;PASS;PASS;498000.0
1947713;2023-07-13 01:23:48.199400;2023-07-14 04:44:01.529452;1;Russia;2;PASS;PASS;PASS;PASS;63200.0
190972;2023-07-10 21:44:45.362788;2023-07-14 14:48:27.387886;0;Russia;1;PASS;PASS;PASS;PASS;38800.0
7949395;2023-07-14 15:36:06.128728;2023-07-14 16:39:01.747256;0;United Arab Emirates;3;PASS;PASS;PASS;PASS;396900.0
6587145;2023-07-14 17:07:02.019094;2023-07-14 18:13:13.772544;1;Italy;2;PASS;PASS;PASS;PASS;222000.0
5556878;2023-07-14 19:00:17.266608;2023-07-14 19:06:39.361424;0;Russia;3;PASS;PASS;PASS;PASS;120000.0
6770523;2023-07-14 19:32:52.524739;2023-07-14 20:51:35.799708;0;Thailand;5;PASS;PASS;PASS;PASS;782000.0
4037022;2023-07-14 21:52:57.215591;2023-07-14 23:41:29.559127;1;Italy;5;PASS;PASS;PASS;PASS;645000.0
2451992;2023-07-15 01:40:01.787412;2023-07-15 02:14:17.213057;1;Kazakhstan;5;PASS;PASS;PASS;PASS;287000.0
7084861;2023-07-15 04:03:48.051872;2023-07-15 05:56:56.243648;0;Dominican Republic;3;PASS;PASS;PASS;PASS;327600.0
1966672;2023-07-15 07:50:25.258887;2023-07-15 09:31:08.717165;1;Italy;3;PASS;PASS;PASS;PASS;355500.0
4562995;2023-07-14 18:55:31.720641;2023-07-15 13:51:22.184070;1;United Arab Emirates;2;PASS;PASS;PASS;PASS;244020.0
3519938;2023-07-15 14:55:13.745515;2023-07-15 15:46:53.360186;0;Thailand;2;PASS;PASS;PASS;PASS;248200.0
6182288;2023-07-15 16:15:45.777015;2023-07-15 21:41:56.853660;1;Italy;3;PASS;PASS;PASS;PASS;342000.0
444268;2023-07-16 03:23:40.749583;2023-07-16 04:21:59.778966;0;United Arab Emirates;5;PASS;PASS;PASS;PASS;595350.0
1553432;2023-07-16 07:13:55.816864;2023-07-16 07:47:45.632608;0;Kazakhstan;5;PASS;PASS;PASS;PASS;343000.0
3201518;2023-07-16 14:28:43.384589;2023-07-16 15:18:56.773547;1;Kazakhstan;2;PASS;PASS;PASS;PASS;113400.0
1507886;2023-07-16 15:35:38.220485;2023-07-16 19:42:48.332157;1;Italy;1;PASS;PASS;PASS;PASS;118500.0
7489786;2023-07-16 19:50:05.494025;2023-07-16 21:12:21.579550;0;United Arab Emirates;5;PASS;PASS;PASS;PASS;727650.0
3482603;2023-07-16 23:22:38.618051;2023-07-16 23:54:22.411680;0;Kazakhstan;2;PASS;PASS;PASS;PASS;116200.0
443857;2023-07-17 00:06:03.744904;2023-07-17 07:40:26.750782;1;Italy;3;PASS;PASS;PASS;PASS;337500.0
4032005;2023-07-17 08:49:59.354136;2023-07-17 11:26:13.699607;0;United Arab Emirates;2;PASS;PASS;PASS;PASS;288120.0
1304316;2023-07-17 12:21:16.582549;2023-07-17 13:46:10.536520;1;Italy;4;PASS;PASS;PASS;PASS;570000.0
5302652;2023-07-17 15:03:01.734246;2023-07-23 05:34:11.532152;1;Kazakhstan;3;PASS;PASS;PASS;PASS;197400.0
3624478;2023-07-23 10:31:07.290337;2023-07-23 18:40:40.726145;0;United Arab Emirates;4;PASS;PASS;PASS;PASS;517440.0
7576042;2023-07-23 21:25:22.418989;2023-07-23 21:41:16.498312;1;Thailand;1;PASS;PASS;PASS;PASS;127500.0
6059892;2023-07-24 04:08:17.763926;2023-07-24 04:32:53.494776;0;Russia;3;PASS;PASS;PASS;PASS;97200.0
3557922;2023-07-24 08:06:15.478192;2023-07-24 08:40:51.154382;0;Italy;2;PASS;PASS;PASS;PASS;237000.0
2388809;2023-07-24 11:18:41.905152;2023-07-24 15:27:21.009661;0;Thailand;4;PASS;PASS;PASS;PASS;516800.0
2548737;2023-07-24 18:38:01.041946;2023-07-24 18:39:31.427713;1;United Arab Emirates;1;PASS;PASS;PASS;PASS;117600.0
8445424;2023-07-24 21:48:33.143587;2023-07-25 03:05:30.768449;1;Italy;2;PASS;PASS;PASS;PASS;240000.0
1342934;2023-07-25 05:24:13.800544;2023-07-25 06:13:07.439148;1;Kazakhstan;1;PASS;PASS;PASS;PASS;63000.0
5074111;2023-07-25 07:47:45.727916;2023-07-25 10:48:25.540713;0;Italy;5;PASS;PASS;PASS;PASS;600000.0
2030922;2023-07-25 16:55:14.063112;2023-07-25 17:16:35.967520;1;Thailand;2;PASS;PASS;PASS;PASS;268600.0
7792957;2023-07-25 18:27:43.165979;2023-07-25 22:48:55.533368;0;Dominican Republic;5;PASS;PASS;PASS;PASS;600000.0
1114075;2023-07-26 02:09:02.615753;2023-07-26 05:44:56.534631;0;United Arab Emirates;5;PASS;PASS;PASS;PASS;536550.0
3436712;2023-07-26 12:23:17.595564;2023-07-26 13:07:02.387426;0;Italy;1;PASS;PASS;PASS;PASS;150000.0
9422563;2023-07-15 11:10:13.123227;2023-07-26 22:56:13.308649;0;United Arab Emirates;3;PASS;PASS;PASS;PASS;441000.0
1792394;2023-07-27 00:56:32.716798;2023-07-27 02:41:34.072929;1;United Arab Emirates;4;PASS;PASS;PASS;PASS;546840.0
2916213;2023-07-27 05:15:28.302713;2023-07-27 05:56:49.509745;1;United Arab Emirates;3;PASS;PASS;PASS;PASS;436590.0
5792707;2023-07-27 08:52:15.748684;2023-07-27 09:29:47.187672;1;Dominican Republic;3;PASS;PASS;PASS;PASS;352800.0
1656136;2023-07-27 12:32:29.508354;2023-07-27 13:26:30.265011;0;Italy;2;PASS;PASS;PASS;PASS;219000.0
7095503;2023-07-27 16:39:39.668481;2023-07-27 18:16:17.243573;1;Thailand;2;PASS;PASS;PASS;PASS;272000.0
9253341;2023-07-27 19:56:01.692382;2023-07-27 21:12:51.476148;1;Russia;5;PASS;PASS;PASS;PASS;146000.0
6732189;2023-07-27 22:08:44.300119;2023-07-27 22:58:58.808446;0;Thailand;3;PASS;PASS;PASS;PASS;433500.0
324809;2023-07-27 08:10:47.604905;2023-07-28 02:31:08.791304;1;Kazakhstan;3;PASS;PASS;PASS;PASS;178500.0
2368367;2023-07-28 06:47:09.211276;2023-07-28 06:51:58.484020;0;Dominican Republic;2;PASS;PASS;PASS;PASS;237600.0
9071748;2023-07-28 13:50:25.554005;2023-07-28 15:31:15.236874;1;Kazakhstan;3;PASS;PASS;PASS;PASS;163800.0
3284971;2023-07-28 17:01:11.837234;2023-07-28 17:37:48.167473;0;Thailand;4;PASS;PASS;PASS;PASS;618800.0
2973662;2023-07-28 10:31:05.522321;2023-07-29 00:26:57.249345;1;Kazakhstan;4;PASS;PASS;PASS;PASS;257600.0
4962422;2023-07-29 00:37:16.894657;2023-07-29 01:48:28.300976;1;Dominican Republic;4;PASS;PASS;PASS;PASS;432000.0
1264135;2023-07-29 03:23:09.253168;2023-07-29 03:28:32.108063;1;United Arab Emirates;4;PASS;PASS;PASS;PASS;529200.0
6638345;2023-07-29 05:51:44.215524;2023-07-29 06:06:13.677063;0;Kazakhstan;2;PASS;PASS;PASS;PASS;124600.0
831522;2023-07-28 18:25:34.272081;2023-07-29 11:03:05.462811;0;Kazakhstan;1;PASS;PASS;PASS;PASS;57400.0
5806650;2023-07-13 09:48:24.174186;2023-07-29 23:32:17.952335;1;Dominican Republic;3;PASS;PASS;PASS;PASS;302400.0
9451258;2023-07-30 01:54:51.068216;2023-07-30 02:20:36.490833;0;Russia;5;PASS;PASS;PASS;PASS;150000.0
3256114;2023-07-30 08:49:34.127507;2023-07-30 09:09:47.337094;0;United Arab Emirates;2;PASS;PASS;PASS;PASS;246960.0
7406984;2023-07-30 10:18:20.579520;2023-07-30 12:05:54.001704;1;Russia;1;PASS;PASS;PASS;PASS;38000.0
3106275;2023-07-30 10:44:34.623011;2023-07-30 13:51:01.797866;0;Thailand;5;PASS;PASS;PASS;PASS;816000.0
4815407;2023-07-30 07:08:07.959694;2023-07-30 19:31:32.851418;1;Kazakhstan;4;PASS;PASS;PASS;PASS;224000.0
8656516;2023-07-30 19:44:15.206836;2023-07-30 20:22:11.903070;1;United Arab Emirates;1;PASS;PASS;PASS;PASS;147000.0
7605268;2023-07-31 01:17:07.165180;2023-07-31 01:32:12.056399;1;Russia;2;PASS;PASS;PASS;PASS;66400.0
7612530;2023-07-31 07:29:35.124619;2023-07-31 07:31:02.600426;1;Kazakhstan;4;PASS;PASS;PASS;PASS;277200.0
6251061;2023-07-31 06:49:04.965812;2023-07-31 09:30:57.407564;1;Kazakhstan;3;PASS;PASS;PASS;PASS;178500.0
1331681;2023-07-31 03:43:39.338207;2023-07-31 14:04:10.488875;0;Russia;3;PASS;PASS;PASS;PASS;108000.0
6390034;2023-07-31 18:18:28.427419;2023-07-31 18:48:19.598620;0;Kazakhstan;5;PASS;PASS;PASS;PASS;304500.0
1507983;2023-07-31 20:15:16.688202;2023-07-31 20:25:02.320772;0;Thailand;5;PASS;PASS;PASS;PASS;680000.0
622103;2023-07-31 21:53:18.514258;2023-07-31 22:36:25.834959;1;United Arab Emirates;2;PASS;PASS;PASS;PASS;276360.0
1222878;2023-08-01 07:23:12.580981;2023-08-01 07:50:24.441710;1;Thailand;3;PASS;PASS;PASS;PASS;372300.0
8715394;2023-08-01 06:57:30.830710;2023-08-01 08:55:24.356613;0;Thailand;1;PASS;PASS;PASS;PASS;156400.0
8762498;2023-08-01 06:38:27.335173;2023-08-01 10:11:52.922368;1;Russia;3;PASS;PASS;PASS;PASS;104400.0
9977283;2023-08-01 16:28:41.310695;2023-08-01 18:27:48.090270;0;Thailand;1;PASS;PASS;PASS;PASS;142800.0
296852;2023-08-01 19:44:19.076678;2023-08-01 20:00:46.591850;0;United Arab Emirates;4;PASS;PASS;PASS;PASS;552720.0
5772155;2023-08-01 15:49:33.353241;2023-08-01 22:53:05.947701;1;Dominican Republic;5;PASS;PASS;PASS;PASS;528000.0
10059;2023-08-02 00:39:02.239261;2023-08-02 01:50:46.485610;0;Dominican Republic;1;PASS;PASS;PASS;PASS;118800.0
2039582;2023-08-02 01:12:51.798424;2023-08-02 03:25:31.874798;0;Dominican Republic;5;PASS;PASS;PASS;PASS;570000.0
9020846;2023-08-02 03:44:08.042925;2023-08-02 03:46:23.126970;0;Thailand;2;PASS;PASS;PASS;PASS;261800.0
9149552;2023-08-01 14:33:19.103053;2023-08-02 12:12:09.867082;0;Italy;3;PASS;PASS;PASS;PASS;445500.0
1808380;2023-08-02 15:21:00.436823;2023-08-02 18:25:29.093625;0;Kazakhstan;3;PASS;PASS;PASS;PASS;191100.0
542897;2023-08-02 22:17:26.630291;2023-08-03 00:00:07.205539;1;Dominican Republic;2;PASS;PASS;PASS;PASS;208800.0
9311224;2023-08-03 03:26:55.338089;2023-08-03 04:01:44.019327;0;Italy;1;PASS;PASS;PASS;PASS;123000.0
8959306;2023-08-03 04:19:03.242810;2023-08-03 04:53:41.587674;0;Italy;1;PASS;PASS;PASS;PASS;120000.0
5028897;2023-08-03 06:32:12.531635;2023-08-03 07:04:11.968237;0;United Arab Emirates;4;PASS;PASS;PASS;PASS;564480.0
3036154;2023-08-03 08:24:21.253975;2023-08-03 08:50:18.238874;1;Kazakhstan;5;PASS;PASS;PASS;PASS;350000.0
8257386;2023-08-03 11:19:39.316669;2023-08-03 13:24:22.006434;0;United Arab Emirates;5;PASS;PASS;PASS;PASS;661500.0
116439;2023-08-03 16:12:21.456272;2023-08-03 16:57:51.680798;1;United Arab Emirates;4;PASS;PASS;PASS;PASS;564480.0
6654612;2023-08-03 22:02:18.390212;2023-08-03 23:16:13.245469;1;Thailand;2;PASS;PASS;PASS;PASS;268600.0
7915348;2023-08-03 23:21:15.107991;2023-08-03 23:36:33.556412;1;Kazakhstan;2;PASS;PASS;PASS;PASS;134400.0
2084821;2023-08-04 02:42:13.875328;2023-08-07 05:01:04.554494;1;Italy;1;PASS;PASS;PASS;PASS;123000.0
462738;2023-08-07 05:57:19.852658;2023-08-07 10:44:48.338267;1;Dominican Republic;3;PASS;PASS;PASS;PASS;313200.0
5438469;2023-08-07 12:45:41.090936;2023-08-07 13:29:51.690362;1;Dominican Republic;2;PASS;PASS;PASS;PASS;225600.0
5094091;2023-08-07 19:34:14.785373;2023-08-07 20:04:28.086444;0;Kazakhstan;4;PASS;PASS;PASS;PASS;210000.0
723189;2023-08-07 20:09:32.673513;2023-08-07 21:28:20.772098;1;Russia;5;PASS;PASS;PASS;PASS;200000.0
7812016;2023-08-08 00:38:44.954785;2023-08-08 00:47:40.737238;1;Thailand;5;PASS;PASS;PASS;PASS;807500.0
5305592;2023-08-08 01:12:44.581177;2023-08-08 03:19:42.015852;1;Dominican Republic;2;PASS;PASS;PASS;PASS;213600.0
7814325;2023-08-08 09:07:45.155417;2023-08-08 09:21:53.114619;1;United Arab Emirates;5;PASS;PASS;PASS;PASS;646800.0
8289673;2023-08-08 10:15:45.430103;2023-08-08 11:01:45.913481;0;Russia;2;PASS;PASS;PASS;PASS;65600.0
9499056;2023-08-08 16:41:13.434397;2023-08-08 20:23:56.577369;1;Kazakhstan;3;PASS;PASS;PASS;PASS;165900.0
277607;2023-08-08 21:49:53.569805;2023-08-08 21:59:01.646233;1;Russia;2;PASS;PASS;PASS;PASS;69600.0
8861202;2023-08-09 05:43:36.449780;2023-08-09 10:56:54.551154;1;Russia;5;PASS;PASS;PASS;PASS;194000.0
1542041;2023-08-09 12:31:00.093534;2023-08-09 13:01:46.225186;1;Thailand;2;PASS;PASS;PASS;PASS;251600.0
6547460;2023-08-09 14:21:06.864221;2023-08-09 15:58:08.310021;0;Italy;5;PASS;PASS;PASS;PASS;607500.0
3467141;2023-08-09 16:19:21.517355;2023-08-09 16:40:41.553354;0;United Arab Emirates;4;PASS;PASS;PASS;PASS;482160.0
7285432;2023-08-09 17:04:24.018435;2023-08-10 03:57:32.552153;0;Kazakhstan;2;PASS;PASS;PASS;PASS;137200.0
5411765;2023-08-10 11:09:20.274117;2023-08-10 15:51:02.902404;0;Italy;3;PASS;PASS;PASS;PASS;391500.0
3749028;2023-08-10 20:23:25.892618;2023-08-10 22:44:09.546776;1;Kazakhstan;1;PASS;PASS;PASS;PASS;54600.0
5788722;2023-08-11 02:15:06.129055;2023-08-11 05:23:04.920767;1;Russia;1;PASS;PASS;PASS;PASS;38400.0
4956104;2023-08-11 05:28:46.955158;2023-08-11 08:23:40.974627;0;Kazakhstan;4;PASS;PASS;PASS;PASS;271600.0
1915047;2023-08-11 11:06:42.700642;2023-08-11 13:16:31.822408;0;Dominican Republic;3;PASS;PASS;PASS;PASS;331200.0
7096102;2023-08-11 13:20:15.834250;2023-08-11 15:46:01.988898;0;Dominican Republic;3;PASS;PASS;PASS;PASS;334800.0
4496746;2023-08-11 18:01:36.163251;2023-08-11 22:50:11.294570;1;Kazakhstan;1;PASS;PASS;PASS;PASS;65800.0
7132230;2023-08-12 07:18:06.049756;2023-08-12 07:46:06.044895;0;Kazakhstan;5;PASS;PASS;PASS;PASS;297500.0
605695;2023-08-12 14:12:32.131978;2023-08-12 14:19:17.385095;0;Russia;1;PASS;PASS;PASS;PASS;31600.0
3915974;2023-08-12 15:07:59.206369;2023-08-12 17:02:56.718610;0;Kazakhstan;3;PASS;PASS;PASS;PASS;168000.0
9733072;2023-08-12 20:22:52.268085;2023-08-13 00:58:43.537318;0;United Arab Emirates;3;PASS;PASS;PASS;PASS;432180.0
8169781;2023-08-13 02:04:27.294552;2023-08-13 02:41:37.071970;1;Italy;3;PASS;PASS;PASS;PASS;360000.0
1335738;2023-08-13 04:02:06.503415;2023-08-13 04:37:21.465996;1;Thailand;2;PASS;PASS;PASS;PASS;255000.0
5452951;2023-08-13 04:52:40.735545;2023-08-13 05:16:33.682434;1;Russia;5;PASS;PASS;PASS;PASS;186000.0
3575176;2023-08-13 06:04:13.161731;2023-08-13 08:30:07.422058;1;Italy;1;PASS;PASS;PASS;PASS;136500.0
6751974;2023-08-13 13:45:42.413787;2023-08-13 15:59:00.662566;0;Italy;1;PASS;PASS;PASS;PASS;126000.0
6970616;2023-08-13 17:04:35.089207;2023-08-13 19:43:16.895252;0;United Arab Emirates;4;PASS;PASS;PASS;PASS;458640.0
176784;2023-08-13 22:41:48.502759;2023-08-13 23:22:21.774159;0;Kazakhstan;3;PASS;PASS;PASS;PASS;184800.0
8911599;2023-08-02 07:17:33.766107;2023-08-14 08:13:07.777731;1;Russia;5;PASS;PASS;PASS;PASS;190000.0
4317676;2023-08-14 09:29:09.651010;2023-08-14 10:07:03.209866;0;Russia;1;PASS;PASS;PASS;PASS;38000.0
5277360;2023-08-14 17:27:47.858255;2023-08-14 17:52:22.960238;1;Thailand;1;PASS;PASS;PASS;PASS;132600.0
1172284;2023-08-14 13:17:08.980085;2023-08-14 22:13:20.219572;0;Dominican Republic;2;PASS;PASS;PASS;PASS;237600.0
7868348;2023-08-02 20:27:28.831784;2023-08-15 09:52:12.948808;1;Thailand;1;PASS;PASS;PASS;PASS;147900.0
6582787;2023-08-15 13:45:25.426958;2023-08-15 15:53:46.241432;1;Russia;3;PASS;PASS;PASS;PASS;94800.0
3570768;2023-08-15 16:40:03.482746;2023-08-15 19:13:58.408306;0;United Arab Emirates;4;PASS;PASS;PASS;PASS;493920.0
7146947;2023-08-15 19:51:01.626416;2023-08-15 21:21:46.683737;1;Russia;5;PASS;PASS;PASS;PASS;152000.0
87446;2023-08-15 21:28:38.634445;2023-08-15 21:42:22.374840;1;United Arab Emirates;5;PASS;PASS;PASS;PASS;610050.0
9325558;2023-08-16 01:09:53.069589;2023-08-16 02:11:10.167867;1;Thailand;4;PASS;PASS;PASS;PASS;510000.0
9962738;2023-08-16 00:45:43.604014;2023-08-16 04:15:36.461629;1;Dominican Republic;2;PASS;PASS;PASS;PASS;223200.0
1781978;2023-08-16 07:45:14.875174;2023-08-16 07:47:26.981993;1;United Arab Emirates;5;PASS;PASS;PASS;PASS;617400.0
6637637;2023-08-16 09:15:58.224047;2023-08-16 09:55:08.914986;0;Dominican Republic;2;PASS;PASS;PASS;PASS;235200.0
